8837	054	Diagnosis and treatment planning – orthodontist
8839	054	Diagnostic setup
8840	054	Treatment planning for orthognathic surgery – all
8841	054	Ortho tx - fixed lingual appliance - one arch
8842	054	Ortho tx - fixed lingual appliance - one arch, modeate
8843	054	Ortho tx - fixed lingual appliance - one arch, severe
8846	054	Repair orthodontic appliance - removable
8847	054	Replace orthodontic appliance - removable
8848	054	Repair orthodontic appliance - fixed
8849	054	Retainer (orthodontic)
8850	054	Treatment of mpds - first visit
8851	054	Treatment of mpds - subsequent visit
8852	054	Occlusal orthotic appliance
8855	054	Consultation - cleft palate therapy (house or hospital)
8856	054	Consultation - cleft palate (subsequent)
8857	054	Consultation - cleft palate (maximum)
8858	054	Ortho tx - functional appliance
8861	054	Ortho tx - partial fixed appliance - minor
8862	054	Ortho tx - removable appliance
8863	054	Ortho tx - each additional removable appliance
8865	054	Ortho tx - partial fixed appliance - one arch
8866	054	Ortho tx - partial fixed appliance - both arches
8867	054	Ortho tx - fixed appliance - one arch
8868	054	Ortho tx - fixed appliance - one arch, moderate
8869	054	Ortho tx - fixed appliance - one arch, severe
8873	054	Ortho tx - fixed appliance - both arches, class 1 mild
8874	054	Ortho tx - fixed lingual appliance - both arches, class 1 mild
8875	054	Ortho tx - fixed appliance - both arches, class 1 moderate
8876	054	Ortho tx - fixed lingual appliance - both arches, class 1 moderate
8877	054	Ortho tx - fixed appliance - both arches, class 1 severe
8878	054	Ortho tx - fixed lingual appliance - both arches, class 1 severe
8879	054	Ortho tx - fixed appliance - both arches, class 1 severe w/ complications
8880	054	Ortho tx - fixed lingual appliance - both arches, class 1 severe w/ complications
8881	054	Ortho tx - fixed appliance - both arches, class 2/3 mild
8882	054	Ortho tx - fixed lingual appliance - both arches, class 2/3 mild
8883	054	Ortho tx - fixed appliance - both arches, class 2/3 moderate
8884	054	Ortho tx - fixed lingual appliance - both arches, class 2/3 moderate
8885	054	Ortho tx - fixed appliance - both arches, class 2/3 severe
8886	054	Ortho tx - fixed lingual appliance - both arches, class 2/3 severe
8887	054	Ortho tx - fixed appliance - both arches, class 2/3 severe w/ complications
8888	054	Ortho tx - fixed lingual appliance - both arches, class 2/3 severe w/ complications
8890	054	Monthly instalment ortho tx
8891	054	Orthodontic transfer
8892	054	Orthodontic re-treatment
8901	054	Consultation - mfos
8902	054	Consultation - mfos (detailed)
8903	054	House/hosp/nursing home consultation - mfos
8904	054	House/hosp/nursing home consultation (subsequent) - mfos
8905	054	After regularly hours consultation - mfos
8907	054	House/hosp/nursing home consultation (maximum per week) - mfos
8908	054	Surgical removal of roots from maxillary antrum
8909	054	Oral antral fistula closure
8911	054	Caldwell-luc procedure
8917	054	Biopsy of oral tissue - soft
8919	054	Biopsy of bone - needle
8921	054	Biopsy - extr  -or  l bone/soft tissue
8931	054	Treatment of post-extraction haemorrhage
8933	054	Treatment of haemorrhage (blood dyscracias)
8935	054	Treatment of septic socket
8937	054	Surgical removal of tooth
8941	054	Surgical removal of impacted tooth – first tooth
8943	054	Surgical removal of impacted tooth – second tooth
8945	054	Surgical removal of impacted tooth - third and subsequent teeth
8953	054	Surgical removal of residual roots, first tooth - per tooth
8957	054	Alveolotomy or alveolectomy (including extractions)
8958	054	Emergency tracheotomy
8959	054	Pharyngostomy
8961	054	Tooth transplantation
8962	054	Harvest iliac crest graft
8963	054	Harvest rib graft
8964	054	Harvest cranium graft
8965	054	Peripheral neurectomy
8966	054	Repair of oronasal fistula (local flaps)
8967	054	Surgical removal of jaw cyst – intra-oral approach
8969	054	Surgical removal of jaw cyst – extra-oral approach
8971	054	Excision of tumour of the soft tissue
8973	054	Surgical excision of tumours of the jaw
8975	054	Hemiresection of jaw excluding condyl
8977	054	Surgical repair of maxilla or mandible - major
8979	054	Harvesting of autogenous grafts (intra-oral)
8981	054	Surgical exposure of impacted or unerupted teeth to aid eruption
8983	054	Corticotomy - first tooth
8984	054	Corticotomy - each additional tooth
8985	054	Frenulectomy/frenulotomy
8987	054	Reduction of mylohyoid ridges - per side
8989	054	Removal torus mandibularis
8991	054	Removal of torus palatinus
8993	054	Surgical reduction of osseous tuberosity – per side
8995	054	Gingivectomy - per jaw
8997	054	Sulcoplasty / vestibuloplasty
9003	054	Reposition mental foramen and nerve - per side
9004	054	Lateralization of inferior dental nerve
9005	054	Alveolar ridge augmentation - total (by bone graft)
9007	054	Alveolar ridge augmentation - total (by alloplastic material)
9008	054	Alveolar ridge augmentation - one to two tooth sites
9009	054	Alveolar ridge augmentation - three across 3 or more tooth sites
9010	054	Sinus lift procedure
9011	054	Incision & drainage of abscess – intra-oral (pyogenic)
9013	054	Incision & drainage of abscess – extra-oral (pyogenic)
9015	054	Apicectomy/periradicular surgery – anteriors (including retrograde filling)
9016	054	Apicectomy/periradicular surgery – molars (including retrograde filling)
9017	054	Decortication, saucerisation and sequestrectomy
9019	054	Sequestrectomy - intra oral per sextant and or ramus
9021	054	Suture - reconstruction, minor (excludes closure of surgical incisions)
9023	054	Closure of surgical incisions)
9024	054	Dento-alveolar fracture - per sextant
9025	054	Mandible fracture - closed reduction
9027	054	Mandible fracture - compound, with eyelet wiring
9029	054	Mandible fracture - splints
9031	054	Mandible fracture - open reduction
9032	054	Reduction of masseter muscle and bone – extra- oral approach
9033	054	Open treatment of condylar fracture
9035	054	Maxilla fracture - le fort i or guerin
9036	054	Open treatment of maxillary fracture - le fort i
9037	054	Maxilla fracture - le fort ii or middle third face
9038	054	Open treatment of maxillary fracture - le fort ii middle third of face
9039	054	Maxilla fracture - le fort iii or craniofacial disjunction
9041	054	Zygomatic arch fracture - closed reduction
9043	054	Zygomatic arch fracture - open reduction
9045	054	Zygomatic arch fracture - open reduction (requiring osteosynthesis and/or grafting)
9046	054	Placement of zygomaticus fixture, per fixture
9047	054	Osteotomy - open with stabilisation
9048	054	Surgical removal of internal fixation devices, per site
9049	054	Osteotomy - mandible body, anterior
9050	054	Osteotomy - total subapical
9051	054	Genioplasty
9052	054	Midfacial exposure
9053	054	Coronoidectomy (intra-oral approach)
9055	054	Osteotomy - segmented, posterior
9057	054	Osteotomy - segmented, anterior
9059	054	Reconstruct maxilla - le fort i osteotomy, one piece
9060	054	Reconstruct maxilla - le fort i osteotomy w/ repositioning and graft
9061	054	Palatal osteotomy
9062	054	Reconstruct maxilla - le fort i osteotomy, multiple segments
9063	054	Reconstruct maxilla - le fort 2 osteotomy (facial and post-traumatic deformities)
9065	054	Reconstruct maxilla - le fort 3 osteotomy (severe congenital deformities)
9066	054	Surgical expansion - maxilliary or mandibular
9067	054	Distraction osteogenesis - across one to two tooth sites
9068	054	Distraction osteogenesis - across three to five tooth sites
9069	054	Glossectomy - partial
9070	054	Distraction osteogenesis - full arch
9071	054	Geniohyoidotomy
9072	054	Close secondary oro-nasal fistula w/ bone grafting (complete procedure)
9074	054	Tmj arthroscopy diagnostic
9075	054	Condylectomy, coronoidectomy or both
9076	054	Tmj artrocentesis
9077	054	Tmj intra-articular injection
9079	054	Trigger point injection
9081	054	Condylectomy (ward/kostecka)
9083	054	Tmj srthroplasty
9085	054	Reduction of tmj disloc w/o anaesthetic
9087	054	Reduction of tmj disloc w/ anaesthetic
9089	054	Reduction of tmj disloc w/ anaesthetic and immobobilisation
9091	054	Reduction of tmj dislocation - open reduction
9092	054	Joint reconstruction
9093	054	Removal of salivary stone (sialolithotomy)
9095	054	Excision of sublinglual salivary gland
9096	054	Excision of salivary gland - extra oral
9099	054	Unlisted dental procedure or service (by
9101	054	Obturator prosthesis, surgical – modified denture
9102	054	Obturator prosthesis, surgical – continuous base
9103	054	Obturator prosthesis, surgical - split base
9104	054	Obturator prosthesis, interim - on existing denture
9105	054	Obturator prosthesis, interim - on new denture
9106	054	Obturator prosthesis, definitive – open/hollow box
9107	054	Obturator prosthesis, definitive - silicone glove
9108	054	Mandibular resection prosthesis w/ guide flange
9109	054	Mandibular resection prosthesis w/o guide flange
9110	054	Mandibular resection prosthesis, palatal augmentation
9111	054	Glossal resection prosthesis - simple
9112	054	Glossal resection prosthesis - complex
9113	054	Radiation carrier - simple
9114	054	Radiation carrier - complex
9115	054	Radiation shield - simple
9116	054	Radiation shield - complex
9117	054	Radiation cone locator
9118	054	Chemotherapeutic agent carrier
9119	054	Feeding aid prosthesis, neonatal
9120	054	Orthopaedic appliance, active presurgical – minor
9121	054	Orthopaedic appliance, active presurgical – moderate
9122	054	Orthopaedic appliance, active presurgical – severe
9123	054	Orthopaedic appliance, active presurgical – modification
9125	054	Speech aid/obturator prosthesis – palatal alteration
9126	054	Speech aid/obturator prosthesis – velar alteration
9127	054	Speech aid/obturator prosthesis – pharyngeal alteration
9128	054	Speech aid/obturator prosthesis - modification
9129	054	Speech aid/obturator prosthesis - surgical
9130	054	Speech aid appliance - palatal lift
9131	054	Speech aid appliance - palatal stimulating
9132	054	Speech aid appliance - bulb
9133	054	Speech aid appliance - modification
9134	054	Unspecified speech aid appliance
9135	054	Auricular prosthesis - simple
9136	054	Auricular prosthesis - complex
9137	054	Nasal prosthesis - simple
9138	054	Nasal prosthesis - complex
9139	054	Ocular prosthesis - interim
9140	054	Ocular prosthesis - modified stock appliance
9141	054	Ocular prosthesis - custom appliance
9142	054	Orbital prosthesis - simple
9143	054	Orbital prosthesis - complex
9148	054	Unspecified body prosthesis - simple
9149	054	Unspecified body prosthesis - complex
9150	054	Facial prosthesis, surgical - simple
9151	054	Facial prosthesis, surgical - complex
9155	054	Cranial prosthesis
9156	054	Cranial implant prosthesis, custom made
9157	054	Facial implant prosthesis, custom made - simple
9158	054	Facial implant prosthesis, custom made – complex
9159	054	Ocular implant prosthesis, custom made
9160	054	Body implant prosthesis - custom made
9161	054	Surgical splint - simple
9162	054	Surgical splint - complex
9163	054	Surgical template - simple
9164	054	Surgical template - complex
9165	054	Surgical conformer - simple
9166	054	Surgical conformer - complex
9167	054	Trismus appliance (simple)
9168	054	Trismus appliance (complex)
9169	054	Orthoses appliance
9170	054	Facial palsy appliance
9171	054	Commissure splint
9172	054	Oral retractor, dynamic - per arm
9174	054	Unspecified burn appliance
9175	054	Theatre attendance (maxfac prosthod) /hour
9180	054	Surgical placement of sub-periosteal implant – preparatory stage
9181	054	Surgical placement of sub-periosteal implant – placement stage
9182	054	Surgical placement of endosteal implant plate
9183	054	Surgical placement of endosseus implant – first per quadrant
9184	054	Surgical placement of endosseus implant – second per quadrant
9185	054	Surgical placement of endosseus implant – third and subsequent per quadrant
9187	054	Cost of endosteal implant body
9188	054	Cost of prefabricated abutment
9189	054	Cost of other implant compnts
9190	054	Surgical exposure of endosseus implant – first per quadrant
9191	054	Surgical exposure of endosseus implant – second per quadrant
9192	054	Surgical exposure of endosseus implant – third and subsequent per quadrant
9198	054	Surgical removal of implant
9201	054	Consultation - oral pathologist
9203	054	House/hosp/nursing home consultation – oral pathologist
9205	054	Consultation - oral pathologist (subsequent)
9207	054	After hours visit - oral pathologist
9220	054	Repair cleft hard palate - unilateral
9222	054	Repair cleft hard palate - bilateral (one procedure)
9224	054	Repair cleft hard palate - bilateral (two procedures)
9226	054	Repair cleft soft palate - w/o muscle reconstruction
9228	054	Repair cleft soft palate - w/ muscle reconstruction
9230	054	Repair submucosal cleft and/or bifid uvula – w/ muscle reconstruction
9232	054	Uncomplicated
9234	054	Velopharyngeal reconstruction - complicated
9238	054	Repair oronasal fistula (one procedure)
9240	054	Repair oronasal fistula (two procedures)
9246	054	Secondary periosteal flaps
9248	054	Lipadhesion
9250	054	Repair cleft lip - unilateral w/o musclereconstruction
9252	054	Repair cleft lip - unilateral w/ muscle reconstruction
9254	054	Repair cleft lip - bilateral w/o muscle reconstruction
9256	054	Repair cleft lip - bilateral w/ muscle reconstruction
9258	054	Repair anterior nasal floor
9260	054	Revision of secondary cleft lip deformity – partial
9262	054	Revision of secondary cleft lip deformity – total w/ muscle reconstruction
9264	054	Abbe-flap - two stages
9266	054	Reconstruct columella
9268	054	Reconstruct nose due to cleft deformity – partial
9270	054	Reconstruct nose due to cleft deformity – complete
9272	054	Paranasal augmentation for nasal base deviation
9274	054	Repair anterior table, frontal sinus and/or supraorbital rim
9276	054	Repair anterior and posterior wall w/ obturation and/or cranialisation of frontal sinus
9278	054	Repair medial canthal ligament (canthopexy), per side
9280	054	Open reduction and fixation of nasal fractures
9282	054	Manipulation and immobilisation of nasal fracture
9284	054	Musculofascial flap
9286	054	Musculocranial flap
9288	054	Buccal fat pad (major repair)
9290	054	Maxillectomy - alveolus only, level i
9292	054	Maxillectomy - alveolus and sinus or nasal floor, level ii
9294	054	Maxillectomy - alveolus, sinus, nasal floor and zygoma excluding orbital rim level iii
9296	054	Maxillectomy - alveolus, sinus, nasal floor and zygoma including orbital rim level iv
9298	054	Maxillectomy - alveolus, sinus, nasal floor, zygoma, orbital rim and pterygoid plates level
9300	054	Hemiresection of jaw including condyle and coronoid process
9301	054	Casting and trimming of model in plaster (yellow/white), per model
9303	054	Casting and trimming of model in super-hard stone (die-stone) per model
9305	054	Casting and trimming of study model, per
9307	054	Casting and trimming of gnathostatic model, per model.
9309	054	New trimmed base to supplied model, per model
9311	054	Trimming of supplied model, per model
9312	054	Gingival tissue mask per implant
9313	054	Duplicating model, per model
9314	054	Refractory model, per unit
9315	054	Models and duplicate models (virgin model) for crown and bridge, work inclusive of one removable die
9317	054	Sectional models for crown and bridge, work inclusive of one removable die
9319	054	Each additional removable die for items 9315 and 9317 per die
9320	054	Indexed or model tray per die (not more than 9319)
9321	054	Occlusion block, per block
9323	054	Occlusion block on baseplate, per block
9327	054	Infection control per impression, denture (wax or acrylic) or any item in contact with body fluids
9329	054	Fit and supply of disposable articulator
9330	054	Delivery / collection fee per completed procedure (maximum 4)
9331	054	Full upper and lower dentures
9333	054	Full upper or lower denture
9335	054	Set-up and waxing of full upper and lower dentures
9337	054	Set-up and waxing of full upper or lower denture
9339	054	Waxing and finishing of full upper and lower dentures
9341	054	Waxing and finishing of full upper or lower denture
9343	054	Additional fee for dentures on fully adjustable articulator at request of dentist
9345	054	Additional fee for immediate dentures, or tooth socketed
9346	054	Additional fee for immediate dentures, per tooth not socketed.
9347	054	Additional fee for each retry from the third and upwards at an agreed quantum of time to be calculated at hourly rate
9351	054	Set-up and finish of one-tooth denture
9352	054	Set-up and finish of two-tooth denture
9353	054	Set-up and finish of three-tooth denture
9354	054	Set-up and finish of four-tooth denture
9355	054	Set-up and finish of five-tooth denture
9356	054	Set-up and finish of six-tooth denture
9357	054	Set-up and finish of seven-tooth denture
9358	054	Set-up and finish of eight-tooth denture
9359	054	Set-up and finish nine or more tooth denture
9361	054	Set-up and waxing of one-tooth denture
9362	054	Set-up and waxing of two-tooth denture
9363	054	Set-up and waxing of three-tooth denture
9364	054	Set-up and waxing of four-tooth denture
9365	054	Set-up and waxing of five-tooth denture
9366	054	Set-up and waxing of six-tooth denture
9367	054	Set-up and waxing of seven-tooth denture
9368	054	Set-up and waxing of eight-tooth denture
9369	054	Set-up and waxing of nine or more tooth denture
9371	054	Waxing and finishing of one-tooth denture
9372	054	Waxing and finishing of two-tooth denture
9373	054	Waxing and finishing of three-tooth denture
9374	054	Waxing and finishing of four-tooth denture
9375	054	Waxing and finishing of five-tooth denture
9376	054	Waxing and finishing of six-tooth denture
9377	054	Waxing and finishing of seven-tooth denture
9378	054	Waxing and finishing of eighth-tooth denture
9379	054	Waxing and finishing of nine or more tooth denture
